IDconv,ID,adj.P.Val,P.Value,t,B,logFC,ensembl_gene_id,hgnc_symbol
361,361_at,0.768,0.48,-0.7178128,-6.113536,-0.1411167,ENSG00000171885,AQP4
362,362_at,0.579,0.25,-1.1782211,-5.689175,-0.2400024,ENSG00000161798,AQP5
363,363_at,0.556,0.228,1.236998,-5.62161,0.253526,ENSG00000086159,AQP6
364,364_at,0.866,0.653,0.4556676,-6.266854,0.2792358,ENSG00000165269,AQP7
366,366_at,0.869,0.662,-0.4427247,-6.272689,-0.2521226,ENSG00000103569,AQP9
367,367_at,0.696,0.376,-0.9029,-5.965954,-0.2368542,ENSG00000169083,AR
368,368_at,0.0452,0.00319,3.2829006,-1.904223,0.7910758,ENSG00000091262,ABCC6
368,368_at,0.0452,0.00319,3.2829006,-1.904223,0.7910758,ENSG00000275331,ABCC6
369,369_at,0.0349,0.00207,-3.4600717,-1.501545,-0.7268619,ENSG00000078061,ARAF
372,372_at,0.708,0.39,-0.8760876,-5.989296,-0.1217538,ENSG00000095139,ARCN1
373,373_at,0.0481,0.00352,3.2413186,-1.997695,0.6980821,ENSG00000113595,TRIM23
374,374_at,0.468,0.162,-1.4447972,-5.360127,-0.7696907,ENSG00000109321,AREG
375,375_at,0.314,0.076,-1.8555016,-4.747776,-0.2621972,ENSG00000143761,ARF1
377,377_at,0.401,0.12,-1.6130503,-5.123856,-0.2651312,ENSG00000134287,ARF3
378,378_at,0.292,0.0671,-1.9195588,-4.641864,-0.2972068,ENSG00000168374,ARF4
379,379_at,0.655,0.328,-0.998886,-5.877056,-0.3064687,ENSG00000175906,ARL4D
381,381_at,0.432,0.139,-1.5331082,-5.238754,-0.5703467,ENSG00000004059,ARF5
382,382_at,0.348,0.0917,-1.7577514,-4.904237,-0.2910098,ENSG00000165527,ARF6
383,383_at,0.045,0.00315,3.2868471,-1.89533,0.7872607,ENSG00000118520,ARG1
384,384_at,0.0253,0.00124,3.6674477,-1.022409,0.9586151,ENSG00000081181,ARG2
387,387_at,0.52,0.2,-1.3186522,-5.523001,-0.1472069,ENSG00000067560,RHOA
388,388_at,0.714,0.399,0.8589003,-6.003912,0.1535922,ENSG00000143878,RHOB
389,389_at,0.00943,2.47e-4,-4.3109041,0.498958,-0.6931252,ENSG00000155366,RHOC
390,390_at,0.0418,0.00282,3.3332034,-1.790598,0.9288421,ENSG00000115963,RND3
391,391_at,0.00388,5.35e-5,-4.9169235,1.949278,-0.9454842,ENSG00000177105,RHOG
392,392_at,0.00504,8.29e-5,-4.7428675,1.532874,-0.9990097,ENSG00000175220,ARHGAP1
393,393_at,0.679,0.357,-0.9397692,-5.932789,-0.1731195,ENSG00000089820,ARHGAP4
394,394_at,0.479,0.17,1.4140772,-5.400946,0.2223661,ENSG00000100852,ARHGAP5
395,395_at,0.586,0.256,1.1632345,-5.705937,0.2550927,ENSG00000047648,ARHGAP6
396,396_at,0.00388,5.34e-5,-4.9173748,1.950357,-1.1582223,ENSG00000141522,ARHGDIA
397,397_at,0.477,0.168,-1.4212404,-5.391493,-0.3133631,ENSG00000111348,ARHGDIB
398,398_at,0.413,0.126,-1.5848651,-5.164901,-0.3486078,ENSG00000242173,ARHGDIG
399,399_at,0.894,0.719,-0.3638278,-6.304675,-0.077941,ENSG00000168421,RHOH
400,400_at,0.851,0.622,0.4996383,-6.245799,0.0793424,ENSG00000120805,ARL1
401,401_at,0.769,0.482,0.7151309,-6.115438,0.1163339,ENSG00000165462,PHOX2A
402,402_at,0.354,0.0952,-1.738445,-4.934381,-0.3044778,ENSG00000213465,ARL2
403,403_at,0.597,0.266,1.1393489,-5.732257,0.1812881,ENSG00000138175,ARL3
405,405_at,0.84,0.603,0.5278419,-6.231296,0.0992401,ENSG00000143437,ARNT
406,406_at,0.697,0.377,-0.9005497,-5.968026,-0.2976344,ENSG00000133794,ARNTL
407,407_at,0.717,0.403,0.8520203,-6.009687,0.1611279,ENSG00000120500,ARR3
408,408_at,0.725,0.415,-0.8305417,-6.027435,-0.202324,ENSG00000137486,ARRB1
409,409_at,0.00429,6.38e-5,-4.8469152,1.781883,-1.6274702,ENSG00000141480,ARRB2
410,410_at,0.0794,0.0078,-2.9076933,-2.73058,-0.876096,ENSG00000100299,ARSA
411,411_at,0.964,0.897,-0.1310482,-6.362803,-0.0323668,ENSG00000113273,ARSB
412,412_at,0.0114,3.46e-4,-4.1769777,0.179465,-1.1594332,ENSG00000101846,STS
414,414_at,0.887,0.7,0.3893669,-6.294997,0.0944333,ENSG00000006756,ARSD
415,415_at,0.0857,0.00879,2.8561788,-2.840676,1.0106964,ENSG00000157399,ARSL
416,416_at,0.0641,0.00556,3.05102,-2.419715,0.7646398,ENSG00000062096,ARSF
417,417_at,0.609,0.278,1.1112375,-5.762609,0.2659494,ENSG00000129744,ART1
419,419_at,0.586,0.256,-1.1642577,-5.704798,-0.2341871,ENSG00000156219,ART3
420,420_at,0.203,0.0353,2.2323165,-4.089223,1.0785886,ENSG00000111339,ART4
421,421_at,0.777,0.494,-0.6954742,-6.129178,-0.110942,ENSG00000099889,ARVCF
427,427_at,0.845,0.612,-0.5136251,-6.238704,-0.085665,ENSG00000104763,ASAH1
429,429_at,0.848,0.617,-0.5073065,-6.241933,-0.0952614,ENSG00000139352,ASCL1
430,430_at,0.229,0.0443,-2.1248668,-4.285428,-0.4536326,ENSG00000183734,ASCL2
432,432_at,0.302,0.0708,-1.8919538,-4.687827,-0.3781809,ENSG00000141505,ASGR1
433,433_at,0.981,0.942,-0.0733519,-6.368771,-0.0179674,ENSG00000161944,ASGR2
434,434_at,0.87,0.664,-0.4400873,-6.273858,-0.1123331,ENSG00000101440,ASIP
435,435_at,0.797,0.529,0.6397282,-6.166139,0.1330821,ENSG00000126522,ASL
438,438_at,0.772,0.486,-0.7079514,-6.120499,-0.1640237,ENSG00000196433,ASMT
439,439_at,0.353,0.0946,-1.7416743,-4.929357,-0.4444975,ENSG00000198356,GET3
440,440_at,0.789,0.516,-0.6596081,-6.153299,-0.153065,ENSG00000070669,ASNS
443,443_at,0.0171,6.52e-4,3.9250912,-0.4181,1.538871,ENSG00000108381,ASPA
444,444_at,0.425,0.134,1.5523148,-5.211579,0.2110937,ENSG00000198363,ASPH
445,445_at,0.0295,0.00158,3.5696065,-1.249405,0.9858609,ENSG00000130707,ASS1
460,460_at,0.661,0.334,-0.9864848,-5.889006,-0.19448,ENSG00000152092,ASTN1
462,462_at,0.758,0.466,0.7417761,-6.096231,0.1386034,ENSG00000117601,SERPINC1
463,463_at,0.282,0.0631,-1.95045,-4.589862,-0.5036239,ENSG00000140836,ZFHX3
466,466_at,0.598,0.267,1.1365441,-5.735316,0.2965249,ENSG00000123268,ATF1
467,467_at,0.291,0.0668,1.921319,-4.638917,0.5920647,ENSG00000162772,ATF3
468,468_at,0.514,0.196,1.3312226,-5.507338,0.2248646,ENSG00000128272,ATF4
471,471_at,0.507,0.191,-1.346871,-5.487662,-0.2633154,ENSG00000138363,ATIC
472,472_at,0.399,0.119,1.6200041,-5.11364,0.2941819,ENSG00000149311,ATM
473,473_at,0.323,0.0801,-1.8285885,-4.791484,-0.3866938,ENSG00000142599,RERE
474,474_at,0.938,0.817,-0.2339573,-6.343817,-0.0528593,ENSG00000172238,ATOH1
475,475_at,0.964,0.897,-0.1308559,-6.362829,-0.0201386,ENSG00000177556,ATOX1
476,476_at,0.706,0.388,0.8788863,-5.98689,0.1262226,ENSG00000163399,ATP1A1
477,477_at,0.614,0.282,-1.1011907,-5.773291,-0.4104465,ENSG00000018625,ATP1A2
478,478_at,0.426,0.134,-1.5512867,-5.21304,-0.357227,ENSG00000105409,ATP1A3
479,479_at,0.331,0.0838,1.8049861,-4.829424,0.4178656,ENSG00000075673,ATP12A
480,480_at,0.975,0.924,-0.0969744,-6.366734,-0.0167763,ENSG00000132681,ATP1A4
481,481_at,0.17,0.0261,2.3733731,-3.822395,0.5373921,ENSG00000143153,ATP1B1
482,482_at,0.246,0.0499,-2.0668793,-4.38863,-0.7590101,ENSG00000129244,ATP1B2
483,483_at,0.181,0.0291,-2.3231944,-3.918472,-0.6462161,ENSG00000069849,ATP1B3
487,487_at,0.583,0.253,-1.1705622,-5.697765,-0.2880985,ENSG00000196296,ATP2A1
488,488_at,0.0427,0.00293,-3.3176421,-1.825811,-0.56755,ENSG00000174437,ATP2A2
489,489_at,0.022,0.001,-3.7526056,-0.823633,-0.9339064,ENSG00000074370,ATP2A3
490,490_at,0.409,0.124,-1.5954144,-5.149606,-0.2855027,ENSG00000070961,ATP2B1
491,491_at,0.896,0.724,0.3575537,-6.306953,0.0920316,ENSG00000157087,ATP2B2
492,492_at,0.674,0.351,0.9521492,-5.921377,0.1522973,ENSG00000067842,ATP2B3
493,493_at,0.0704,0.00642,-2.9900533,-2.552735,-0.6610906,ENSG00000058668,ATP2B4
495,495_at,0.798,0.53,-0.6369445,-6.167907,-0.1126929,ENSG00000105675,ATP4A
496,496_at,0.79,0.518,-0.6565446,-6.155302,-0.1309276,ENSG00000186009,ATP4B
496,496_at,0.79,0.518,-0.6565446,-6.155302,-0.1309276,ENSG00000288359,ATP4B
498,498_at,0.426,0.134,1.5501679,-5.21463,0.2175563,ENSG00000152234,ATP5F1A
501,501_at,0.576,0.248,1.1843308,-5.682287,0.309445,ENSG00000164904,ALDH7A1
506,506_at,0.538,0.215,1.2754789,-5.57582,0.1713986,ENSG00000110955,ATP5F1B
509,509_at,0.327,0.0822,1.8153748,-4.81277,0.2545534,ENSG00000165629,ATP5F1C
513,513_at,0.417,0.129,-1.5746356,-5.179654,-0.2623442,ENSG00000099624,ATP5F1D
515,515_at,0.723,0.411,0.8361974,-6.022803,0.1119479,ENSG00000116459,ATP5PB
516,516_at,0.954,0.868,-0.168607,-6.357111,-0.0430826,ENSG00000159199,ATP5MC1
517,517_at,0.828,0.583,-0.5564673,-6.215781,-0.0984281,ENSG00000135390,ATP5MC2
518,518_at,0.887,0.702,0.3866931,-6.29604,0.0532987,ENSG00000154518,ATP5MC3
521,521_at,0.463,0.157,1.4606225,-5.338814,0.1808827,ENSG00000169020,ATP5ME
522,522_at,0.631,0.301,1.0576501,-5.818575,0.1845086,ENSG00000154723,ATP5PF
523,523_at,0.797,0.528,0.6412183,-6.16519,0.1115343,ENSG00000114573,ATP6V1A
525,525_at,0.046,0.00328,3.2702188,-1.932775,1.588408,ENSG00000116039,ATP6V1B1
526,526_at,0.826,0.579,0.5631138,-6.212065,0.1337819,ENSG00000147416,ATP6V1B2
527,527_at,0.00319,3.94e-5,-5.0382209,2.238902,-0.8695922,ENSG00000185883,ATP6V0C
528,528_at,0.667,0.341,0.9713954,-5.9033620000000004,0.2044199,ENSG00000155097,ATP6V1C1
529,529_at,0.945,0.841,-0.2033972,-6.350569,-0.0312515,ENSG00000131100,ATP6V1E1
533,533_at,0.618,0.287,-1.0896609,-5.785443,-0.2271593,ENSG00000117410,ATP6V0B
534,534_at,0.494,0.181,-1.377846,-5.448139,-0.4343316,ENSG00000226850,ATP6V1G2
534,534_at,0.494,0.181,-1.377846,-5.448139,-0.4343316,ENSG00000230900,ATP6V1G2
534,534_at,0.494,0.181,-1.377846,-5.448139,-0.4343316,ENSG00000206445,ATP6V1G2
534,534_at,0.494,0.181,-1.377846,-5.448139,-0.4343316,ENSG00000227587,ATP6V1G2
534,534_at,0.494,0.181,-1.377846,-5.448139,-0.4343316,ENSG00000234668,ATP6V1G2
534,534_at,0.494,0.181,-1.377846,-5.448139,-0.4343316,ENSG00000234920,ATP6V1G2
534,534_at,0.494,0.181,-1.377846,-5.448139,-0.4343316,ENSG00000213760,ATP6V1G2
535,535_at,0.97,0.91,0.1143124,-6.364881,0.0243566,ENSG00000033627,ATP6V0A1
537,537_at,0.0643,0.00559,-3.04894,-2.424272,-0.6499088,ENSG00000071553,ATP6AP1
538,538_at,0.682,0.361,-0.9306696,-5.941089,-0.2728337,ENSG00000165240,ATP7A
539,539_at,0.486,0.175,1.3974907,-5.422679,0.2285471,ENSG00000241837,ATP5PO
540,540_at,0.856,0.632,0.4846792,-6.253175,0.0809292,ENSG00000123191,ATP7B
545,545_at,0.283,0.0636,1.9461593,-4.59712,0.4390211,ENSG00000175054,ATR
546,546_at,0.939,0.824,0.2251781,-6.345853,0.0450694,ENSG00000085224,ATRX
547,547_at,0.617,0.286,-1.0927598,-5.782188,-0.2557061,ENSG00000130294,KIF1A
549,549_at,0.233,0.0456,2.110152,-4.311799,0.5691174,ENSG00000148090,AUH
550,550_at,0.305,0.0723,-1.8811658,-4.705658,-0.4502292,ENSG00000115307,AUP1
551,551_at,0.815,0.557,0.5958985,-6.193107,0.146257,ENSG00000101200,AVP
552,552_at,0.851,0.624,0.4963353,-6.247447,0.2297383,ENSG00000166148,AVPR1A
553,553_at,0.292,0.0672,1.9188097,-4.643118,0.4669832,ENSG00000198049,AVPR1B
554,554_at,0.855,0.63,0.4877322,-6.251688,0.1031278,ENSG00000126895,AVPR2
558,558_at,2.72e-4,4.89e-7,-6.839951,6.393291,-1.8796346,ENSG00000167601,AXL
563,563_at,0.021,9.35e-4,3.7807917,-0.757616,2.3696674,ENSG00000160862,AZGP1
566,566_at,0.864,0.649,-0.4616678,-6.264093,-0.1035019,ENSG00000172232,AZU1
566,566_at,0.864,0.649,-0.4616678,-6.264093,-0.1035019,ENSG00000278624,AZU1
567,567_at,0.647,0.319,1.0184581,-5.857917,0.1612716,ENSG00000273686,B2M
567,567_at,0.647,0.319,1.0184581,-5.857917,0.1612716,ENSG00000166710,B2M
570,570_at,0.0349,0.00207,3.4591031,-1.503764,0.6342599,ENSG00000136881,BAAT
570,570_at,0.0349,0.00207,3.4591031,-1.503764,0.6342599,ENSG00000276559,BAAT
571,571_at,0.684,0.363,0.9283328,-5.943208,0.2223147,ENSG00000156273,BACH1
572,572_at,0.679,0.357,-0.939266,-5.93325,-0.1747102,ENSG00000002330,BAD
573,573_at,0.885,0.696,-0.3951398,-6.292719,-0.0660252,ENSG00000107262,BAG1
575,575_at,0.691,0.37,-0.9135214,-5.956526,-0.1686491,ENSG00000181790,ADGRB1
576,576_at,0.302,0.0708,-1.8920358,-4.687692,-0.4396793,ENSG00000121753,ADGRB2
577,577_at,0.823,0.574,0.5704293,-6.207925,0.131222,ENSG00000135298,ADGRB3
578,578_at,0.0527,0.00408,-3.1803635,-2.133934,-1.1805618,ENSG00000030110,BAK1
579,579_at,0.681,0.359,-0.9351007,-5.937057,-0.1506385,ENSG00000109705,NKX3-2
580,580_at,0.649,0.322,-1.0121753,-5.864097,-0.2968228,ENSG00000138376,BARD1
581,581_at,0.0772,0.0074,-2.9298331,-2.682989,-1.3691387,ENSG00000087088,BAX
582,582_at,0.456,0.153,1.4770768,-5.316451,0.2830497,ENSG00000174483,BBS1
583,583_at,0.219,0.0408,2.1637656,-4.215131,0.4406824,ENSG00000125124,BBS2
585,585_at,0.871,0.666,0.4368238,-6.275295,0.1118113,ENSG00000140463,BBS4
586,586_at,0.147,0.0206,-2.4822065,-3.609839,-0.8989893,ENSG00000060982,BCAT1
587,587_at,0.0728,0.00678,-2.9672833,-2.602122,-0.6134328,ENSG00000105552,BCAT2
590,590_at,0.593,0.262,1.1481455,-5.72262,0.4921326,ENSG00000114200,BCHE
593,593_at,0.87,0.663,-0.4410429,-6.273435,-0.1345359,ENSG00000248098,BCKDHA
594,594_at,0.887,0.7,0.3905492,-6.294533,0.1271739,ENSG00000083123,BCKDHB
595,595_at,0.00299,3.49e-5,-5.0868955,2.354945,-1.4179635,ENSG00000110092,CCND1
596,596_at,0.515,0.196,1.3300261,-5.508834,0.4083013,ENSG00000171791,BCL2
597,597_at,0.0511,0.0039,-3.1993771,-2.09154,-1.446173,ENSG00000140379,BCL2A1
598,598_at,0.954,0.867,0.1698022,-6.356907,0.0344973,ENSG00000171552,BCL2L1
599,599_at,0.427,0.135,-1.5463038,-5.220113,-0.5523401,ENSG00000129473,BCL2L2
602,602_at,2.72e-4,4.71e-7,-6.8562454,6.429095,-1.7639881,ENSG00000069399,BCL3
604,604_at,0.257,0.053900000000000003,-2.0286575,-4.455586,-0.6547027,ENSG00000113916,BCL6
605,605_at,0.741,0.436,0.792303,-6.057973,0.2798156,ENSG00000110987,BCL7A
605,605_at,0.741,0.436,0.792303,-6.057973,0.2798156,ENSG00000282873,BCL7A
606,606_at,0.854,0.629,-0.4890892,-6.251024,-0.0902892,NA,NA
607,607_at,0.947,0.846,-0.1959905,-6.352064,-0.0440184,ENSG00000116128,BCL9
608,608_at,0.566,0.237,-1.213711,-5.648725,-0.3972857,ENSG00000048462,TNFRSF17
610,610_at,0.63,0.3,-1.0604727,-5.815689,-0.2303199,ENSG00000099822,HCN2
611,611_at,0.708,0.39,-0.8760709,-5.98931,-0.189397,ENSG00000128617,OPN1SW
613,613_at,0.513,0.195,-1.3333151,-5.5047180000000004,-0.428206,ENSG00000186716,BCR
617,617_at,0.638,0.309,1.0394615,-5.837001,0.2986804,ENSG00000074582,BCS1L
622,622_at,0.878,0.682,0.4143362,-6.284909,0.1086858,ENSG00000275544,BDH1
622,622_at,0.878,0.682,0.4143362,-6.284909,0.1086858,ENSG00000161267,BDH1
623,623_at,0.326,0.0814,1.820677,-4.804243,0.7003712,ENSG00000100739,BDKRB1
624,624_at,0.608,0.277,-1.1134508,-5.760244,-0.1849059,ENSG00000168398,BDKRB2
627,627_at,0.772,0.486,-0.7077607,-6.120633,-0.1159932,ENSG00000176697,BDNF
629,629_at,0.429,0.137,-1.5402281,-5.228712,-0.6007772,ENSG00000239754,CFB
629,629_at,0.429,0.137,-1.5402281,-5.228712,-0.6007772,ENSG00000242335,CFB
629,629_at,0.429,0.137,-1.5402281,-5.228712,-0.6007772,ENSG00000204359,CFB
629,629_at,0.429,0.137,-1.5402281,-5.228712,-0.6007772,ENSG00000243649,CFB
629,629_at,0.429,0.137,-1.5402281,-5.228712,-0.6007772,ENSG00000241253,CFB
629,629_at,0.429,0.137,-1.5402281,-5.228712,-0.6007772,ENSG00000243570,CFB
629,629_at,0.429,0.137,-1.5402281,-5.228712,-0.6007772,ENSG00000241534,CFB
631,631_at,0.161,0.0238,-2.4161278,-3.739561,-0.6361997,ENSG00000125864,BFSP1
633,633_at,1.74e-4,2.18e-7,-7.1898453,7.153791,-1.4284398,ENSG00000182492,BGN
634,634_at,0.926,0.79,0.2694165,-6.334806,0.0894488,ENSG00000079385,CEACAM1
635,635_at,0.0116,3.53e-4,4.168706,0.159765,2.0591491,ENSG00000145692,BHMT
636,636_at,0.498,0.183,1.3706474,-5.457392,0.2545957,ENSG00000151746,BICD1
637,637_at,0.125,0.0159,-2.5974179,-3.378955,-0.5676294,ENSG00000015475,BID
638,638_at,0.879,0.685,-0.4101856,-6.286628,-0.0995505,ENSG00000100290,BIK
639,639_at,0.786,0.51,0.6694672,-6.146791,0.1960146,ENSG00000057657,PRDM1
640,640_at,0.994,0.983,-0.0220909,-6.371247,-0.0037237,ENSG00000136573,BLK
640,640_at,0.994,0.983,-0.0220909,-6.371247,-0.0037237,ENSG00000285369,
641,641_at,0.742,0.438,-0.7891032,-6.060467,-0.1590546,ENSG00000197299,BLM
642,642_at,0.761,0.468,-0.7369301,-6.099774,-0.1600267,ENSG00000108578,BLMH
643,643_at,0.781,0.501,-0.6841363,-6.136935,-0.1262653,ENSG00000160683,CXCR5
644,644_at,0.383,0.11,-1.6630597,-5.04962,-0.3424329,ENSG00000106605,BLVRA
645,645_at,0.845,0.613,-0.5129422,-6.239055,-0.1113678,ENSG00000090013,BLVRB
646,646_at,0.925,0.787,-0.2730758,-6.333805,-0.0611335,ENSG00000169594,BNC1
649,649_at,0.0371,0.00233,-3.4119824,-1.61151,-0.984469,ENSG00000168487,BMP1
650,650_at,0.00177,1.47e-5,-5.433025,3.176143,-1.874057,ENSG00000125845,BMP2
651,651_at,0.4,0.119,-1.6174259,-5.117432,-0.3617298,ENSG00000152785,BMP3
652,652_at,0.676,0.353,-0.9474128,-5.92576,-0.2770824,ENSG00000125378,BMP4
653,653_at,0.519,0.199,1.3206412,-5.520531,0.42027,ENSG00000112175,BMP5
654,654_at,0.354,0.0951,-1.7387765,-4.933866,-0.6130716,ENSG00000153162,BMP6
655,655_at,0.85,0.622,-0.5002786,-6.245478,-0.1541266,ENSG00000101144,BMP7
656,656_at,0.711,0.395,-0.8657432,-5.998126,-0.3378888,ENSG00000116985,BMP8B
657,657_at,0.778,0.495,0.6929215,-6.130935,0.1990472,ENSG00000107779,BMPR1A
658,658_at,0.529,0.207,1.2980924,-5.548343,0.4317476,ENSG00000138696,BMPR1B
659,659_at,0.0829,0.0084,-2.8758085,-2.798831,-0.4925428,ENSG00000204217,BMPR2
660,660_at,0.188,0.031,2.2940655,-3.973667,0.3377607,ENSG00000102010,BMX
661,661_at,0.381,0.109,-1.6671149,-5.043522,-0.6402639,ENSG00000168495,POLR3D
662,662_at,0.541,0.217,-1.2680306,-5.584778,-0.3452257,ENSG00000113734,BNIP1
663,663_at,0.636,0.307,-1.0451362,-5.831283,-0.1644764,ENSG00000140299,BNIP2
664,664_at,0.22,0.0412,2.1593706,-4.223116,0.51717900000000006,ENSG00000176171,BNIP3
665,665_at,0.994,0.98,0.0256398,-6.371161,0.0036981,ENSG00000104765,BNIP3L
666,666_at,0.155,0.0225,-2.4422411,-3.68854,-0.8409358,ENSG00000176720,BOK
667,667_at,0.826,0.579,0.5626105,-6.212348,0.1148713,ENSG00000151914,DST
668,668_at,0.699,0.379,-0.8963148,-5.971748,-0.1325547,ENSG00000183770,FOXL2
669,669_at,0.915,0.764,-0.3037753,-6.324872,-0.0568086,ENSG00000172331,BPGM
670,670_at,0.00437,6.55e-5,4.836591,1.757186,1.7144116,ENSG00000137274,BPHL
671,671_at,0.816,0.56,-0.5905888,-6.196248,-0.1527203,ENSG00000101425,BPI
672,672_at,0.722,0.408,-0.8415818,-6.018366,-0.250624,ENSG00000012048,BRCA1
673,673_at,0.856,0.633,0.4844611,-6.253281,0.1024963,ENSG00000157764,BRAF
675,675_at,0.654,0.326,-1.0027376,-5.873316,-0.2384119,ENSG00000139618,BRCA2
676,676_at,0.736,0.429,0.8048775,-6.048081,0.113649,ENSG00000137948,BRDT
677,677_at,0.0746,0.00703,-2.9515991,-2.636044,-0.5795396,ENSG00000185650,ZFP36L1
678,678_at,0.691,0.369,-0.9149582,-5.955243,-0.2741691,ENSG00000152518,ZFP36L2
680,680_at,0.867,0.658,0.4481909,-6.270245,0.0679661,ENSG00000102239,BRS3
682,682_at,0.448,0.147,-1.4979578,-5.287773,-0.2509262,ENSG00000172270,BSG
683,683_at,0.56,0.233,1.224887,-5.635768,0.372537,ENSG00000109743,BST1
684,684_at,0.00864,2.06e-4,-4.3825255,0.670147,-1.1583174,ENSG00000130303,BST2
685,685_at,0.343,0.0893,1.7718264,-4.882101,0.5832822,ENSG00000174808,BTC
686,686_at,0.94,0.827,0.221338,-6.346719,0.0381542,ENSG00000169814,BTD
687,687_at,0.0173,6.68e-4,3.9149081,-0.442137,0.9059344,ENSG00000119138,KLF9
688,688_at,0.842,0.608,0.5199928,-6.23541,0.1363012,ENSG00000102554,KLF5
689,689_at,0.173,0.0271,-2.3557727,-3.856237,-0.3723862,ENSG00000145741,BTF3
690,690_at,0.949,0.852,-0.1882442,-6.353569,-0.040124,NA,NA
694,694_at,0.694,0.372,0.9090735,-5.960487,0.2006639,ENSG00000133639,BTG1
695,695_at,0.159,0.0233,-2.4249285,-3.722402,-0.6652146,ENSG00000010671,BTK
696,696_at,0.881,0.688,0.4065425,-6.288124,0.066303,ENSG00000124557,BTN1A1
699,699_at,0.145,0.0202,-2.4900803,-3.594247,-0.7183679,ENSG00000169679,BUB1
701,701_at,0.0793,0.00778,-2.9086401,-2.728548,-0.8943034,ENSG00000156970,BUB1B
705,705_at,0.947,0.845,0.1980099,-6.351662,0.0511153,ENSG00000112578,BYSL
706,706_at,0.028,0.00145,-3.6041008,-1.169557,-0.8287154,ENSG00000100300,TSPO
708,708_at,0.614,0.283,1.0993911,-5.775196,0.1987507,ENSG00000108561,C1QBP
710,710_at,0.53,0.208,-1.2947452,-5.552436,-0.2297906,ENSG00000149131,SERPING1
711,711_at,0.826,0.58,0.5616038,-6.212913,0.0765985,ENSG00000281708,ERC2-IT1
712,712_at,0.047,0.0034,-3.2559366,-1.964883,-1.5096881,ENSG00000173372,C1QA
713,713_at,0.0537,0.00422,-3.1663572,-2.1651030000000002,-1.5899427,ENSG00000173369,C1QB
714,714_at,0.00999,2.7e-4,-4.2755508,0.414532,-2.5464772,ENSG00000159189,C1QC
715,715_at,0.0104,2.87e-4,-4.2513398,0.356749,-1.0693232,ENSG00000288512,C1R
715,715_at,0.0104,2.87e-4,-4.2513398,0.356749,-1.0693232,ENSG00000159403,C1R
716,716_at,0.145,0.0202,-2.4905181,-3.593379,-0.6848834,ENSG00000182326,C1S
717,717_at,0.0331,0.0019,-3.494484,-1.422573,-1.286506,ENSG00000204364,C2
717,717_at,0.0331,0.0019,-3.494484,-1.422573,-1.286506,ENSG00000166278,C2
717,717_at,0.0331,0.0019,-3.494484,-1.422573,-1.286506,ENSG00000235017,C2
717,717_at,0.0331,0.0019,-3.494484,-1.422573,-1.286506,ENSG00000231543,C2
717,717_at,0.0331,0.0019,-3.494484,-1.422573,-1.286506,ENSG00000235696,C2
717,717_at,0.0331,0.0019,-3.494484,-1.422573,-1.286506,ENSG00000226560,C2
717,717_at,0.0331,0.0019,-3.494484,-1.422573,-1.286506,ENSG00000206372,C2
718,718_at,0.0233,0.00109,-3.718516,-0.903331,-2.0465535,ENSG00000125730,C3
719,719_at,0.00986,2.63e-4,-4.2855809,0.438479,-2.3981181,ENSG00000171860,C3AR1
722,722_at,0.924,0.783,-0.2784907,-6.332298,-0.0543508,ENSG00000123838,C4BPA
725,725_at,0.651,0.323,-1.0096858,-5.866537,-0.1501939,ENSG00000123843,C4BPB
726,726_at,0.978,0.932,0.0856881,-6.367778,0.0218752,ENSG00000149260,CAPN5
727,727_at,0.106,0.0124,2.7073953,-3.153336,0.7293956,ENSG00000106804,C5
728,728_at,0.0263,0.00131,-3.643761,-1.077505,-1.7808144,ENSG00000197405,C5AR1
729,729_at,0.56,0.232,1.2265996,-5.633774,0.4514172,ENSG00000039537,C6
730,730_at,0.244,0.0495,2.0707634,-4.381778,1.1855264,ENSG00000112936,C7
731,731_at,0.751,0.451,-0.7656164,-6.078478,-0.1166518,ENSG00000157131,C8A
732,732_at,0.787,0.512,0.6654074,-6.149482,0.0860401,ENSG00000021852,C8B
733,733_at,0.776,0.491,-0.6991235,-6.126655,-0.1420357,ENSG00000176919,C8G
734,734_at,0.19,0.0319,2.2806253,-3.998987,0.4990372,ENSG00000164823,OSGIN2
735,735_at,0.123,0.0155,2.609383,-3.354649,0.8477475,ENSG00000113600,C9
738,738_at,0.556,0.229,-1.2349839,-5.623973,-0.223555,ENSG00000149823,VPS51
740,740_at,0.738,0.432,0.7992709,-6.05251,0.16419,ENSG00000149792,MRPL49
741,741_at,0.873,0.672,0.4285604,-6.278886,0.0873802,ENSG00000174276,ZNHIT2
744,744_at,0.901,0.734,0.3443247,-6.311629,0.0719342,ENSG00000066382,MPPED2
745,745_at,0.983,0.947,-0.0668771,-6.36923,-0.0194108,ENSG00000124920,MYRF
746,746_at,0.826,0.578,0.5639931,-6.21157,0.0772519,ENSG00000134825,TMEM258
747,747_at,0.543,0.219,-1.26418,-5.589391,-0.354117,ENSG00000134780,DAGLA
750,750_at,0.759,0.466,-0.7415335,-6.096409,-0.144787,ENSG00000221819,GAS8-AS1
752,752_at,0.111,0.0131,-2.6819873,-3.205893,-0.9808149,ENSG00000184922,FMNL1
753,753_at,0.631,0.301,-1.0581862,-5.818027,-0.3131939,ENSG00000168675,LDLRAD4
